Any,Núm. Mes,Mes,Regió Policial (RP),Àrea Bàsica Policial (ABP),Província,Comarca,Municipi,Tipus de lloc dels fets,Canal dels fets,Tipus de fet,Títol del fet (Codi Penal) o Llei de referència,Tipus de fet (Codi penal) o d'Infracció (altres lleis),Àmbit fet,Nombre fets o infraccions,Nombre víctimes
2022,8,agost,RP Metropolitana Barcelona,ABP Gràcia,Barcelona,barcelones,Barcelona,hotel,Presencial,altres,fets varis,Diligències informatives,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Nord,ABP Terrassa,Barcelona,valles occidental,Resta municipis,bar_com,Presencial,delictes,de les lesions,Lesions,origen racial,1,
2022,8,agost,RP Metropolitana Nord,ABP Terrassa,Barcelona,valles occidental,Terrassa,associacions altres,Presencial,delictes,delictes contra la constitucio,Contra la llib. consciència i sent. religiosos,Islamofòbia,1,
2022,8,agost,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,barcelones,l' Hospitalet de Llobregat,empresa de seguretat privada,Presencial,delictes,de les tortures i delictes contra l'inte.moral,Tracte degradant / vexatori,origen racial,1,
2022,8,agost,RP Metropolitana Nord,ABP Premià de Mar,Barcelona,el maresme,Vilassar de Mar,bar_cc,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,origen racial,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,
2022,8,agost,RP Camp de Tarragona,ABP Tarragonès,Tarragona,tarragones,Resta municipis,pavelló polivalent,Presencial,delictes,de les lesions,Maltractament d'obra sense lesió (lleu),Islamofòbia,1,
2022,8,agost,RP Metropolitana Nord,ABP Mollet del Vallès,Barcelona,valles oriental,Mollet del Vallès,via pública urbana,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Sabadell,via pública urbana,Presencial,delictes,de les lesions,Lesions,origen racial,1,
2022,8,agost,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,baix camp,Resta municipis,hab. 1a res. casa adossada,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,hab. 1a res. pis/apartament,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Nord,ABP Premià de Mar,Barcelona,el maresme,Resta municipis,via pública urbana,Presencial,delictes,contra la llibertat,Amenaces,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Barcelona,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,origen racial,1,
2022,8,agost,RP Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Sabadell,hab. 1a res. pis/apartament,Presencial,altres,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,8,agost,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,segria,Lleida,hab. 1a res. pis/apartament,Presencial,delictes,contra la llibertat,Amenaces,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Sud,UI Martorell,Barcelona,baix llobregat,Sant Andreu de la Barca,via pública urbana,Presencial,delictes,de les lesions,Lesions,origen racial,1,
2022,8,agost,RP Central,ABP Osona,Barcelona,osona,Resta municipis,depen. govern local,Presencial,delictes,del. con. el patrimoni,Robatori amb força,Orientació política,1,
2022,8,agost,RP Central,ABP Osona,Barcelona,osona,Resta municipis,parcs/jardins,Presencial,delictes,del. con. el patrimoni,Furt,Orientació política,1,
2022,8,agost,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,barcelones,l' Hospitalet de Llobregat,hab. escala/portal finca/replà,Presencial,altres,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,barcelones,Barcelona,parcs/jardins,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Resta municipis,via pública urbana,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,
2022,9,setembre,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,
2022,9,setembre,RP Central,ABP Osona,Barcelona,osona,Resta municipis,via pública urbana,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,
2022,9,setembre,RP Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Sant Adrià de Besòs,via pública urbana,Presencial,delictes,de les lesions,Lesions,discapacitat fisica,1,
2022,9,setembre,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,altres,fets varis,Diligències informatives,Aporofòbia,1,
2022,9,setembre,RP Central,ABP Bages,Barcelona,moianes,Resta municipis,via pública urbana,Presencial,altres,del. con. el patrimoni,Danys,origen racial,1,
2022,9,setembre,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,barcelones,Barcelona,centre religiós altres,Presencial,delictes,del. con. el patrimoni,Danys,Antisemita,1,
2022,9,setembre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,tarragones,Tarragona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,origen racial,1,
2022,9,setembre,RP Metropolitana Nord,ABP Granollers,Barcelona,valles oriental,Granollers,hab. 1a res. pis/apartament,Internet o xarxes socials,delictes,"del.cont.intimitat,imatge i inv.domicili",Descobriment i revelació de secrets,LGTBI-fòbia,1,
2022,9,setembre,RP Central,ABP Osona,Barcelona,osona,Resta municipis,depen. govern local,Presencial,delictes,del. con. el patrimoni,Furt,Orientació política,1,
2022,9,setembre,RP Central,ABP Bages,Barcelona,bages,Resta municipis,via pública urbana,Presencial,delictes,de les lesions,Lesions,origen racial,1,
2022,9,setembre,RP Metropolitana Nord,GUB Badalona,Barcelona,barcelones,Badalona,via pública urbana,Presencial,altres,del. con. el patrimoni,Danys,origen racial,1,
2022,9,setembre,RP Metropolitana Nord,ABP Premià de Mar,Barcelona,el maresme,Resta municipis,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,origen racial,1,
2022,9,setembre,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,barcelones,l' Hospitalet de Llobregat,via pública urbana,Presencial,delictes,del. con. el patrimoni,Robatori amb violència i/o intimidació,discapacitat fisica,1,
2022,9,setembre,RP Metropolitana Girona,ABP Ripollès,Girona,ripolles,Resta municipis,hab. 1a res. pis/apartament,Internet o xarxes socials,delictes,contra la llibertat,Amenaces,Orientació política,1,
2022,9,setembre,RP Metropolitana Girona,ABP Garrotxa,Girona,garrotxa,Olot,via pública urbana,Internet o xarxes socials,delictes,contra la llibertat,Amenaces,Orientació política,1,
2022,9,setembre,RP Central,ABP Osona,Barcelona,osona,Resta municipis,parcs/jardins,Presencial,delictes,de les lesions,Lesions,origen racial,1,
2022,9,setembre,RP Metropolitana Nord,ABP Badalona,Barcelona,barcelones,SANT ADRIÀ DE BESÒS,via pública urbana,Presencial,delictes,de les lesions,Lesions,origen racial,1,
2022,9,setembre,RP Metropolitana Sud,ABP Cambrils,Tarragona,baix camp,Cambrils,via pública urbana,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,
2022,9,setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,mercat municipal (zona comuna),Presencial,delictes,del. contra la llibertat sexual,Agressions sexuals amb penetració,LGTBI-fòbia,1,
2022,9,setembre,RP Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Badalona,centre religiós testimonis de jehovà,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,Religiós,1,
2022,9,setembre,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,
2022,9,setembre,RP Metropolitana Girona,ABP Girona,Girona,girones,Resta municipis,hab. 1a res. pis/apartament,Presencial,delictes,contra la llibertat,Amenaces,origen racial,1,
2022,9,setembre,RP Metropolitana Nord,ABP Terrassa,Barcelona,valles occidental,Terrassa,est-oci (comerç),Presencial,delictes,contra la llibertat,Amenaces,origen racial,1,
2022,9,setembre,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,barcelones,Barcelona,hab. 1a res. pis/apartament,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,9,setembre,RP Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Santa Perpètua de Mogoda,institut,Presencial,altres,de les lesions,Lesions,LGTBI-fòbia,1,
2022,9,setembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,associacions altres,Presencial,altres,fets varis,Diligències informatives,origen racial,1,
2022,9,setembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les lesions,Lesions,Aporofòbia,1,
2022,9,setembre,RP Metropolitana Sud,ABP Garraf,Barcelona,garraf,Sitges,restaurant_com,Presencial,delictes,de les lesions,Lesions (lleu),origen racial,1,
2022,9,setembre,RP Metropolitana Sud,ABP Alt Penedès,Barcelona,alt penedes,Vilafranca del Penedès,via interurbana,Presencial,delictes,del. con. el patrimoni,Furt,Orientació política,1,
2022,9,setembre,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,barcelones,Barcelona,est-oci (comerç),Presencial,delictes,de les lesions,Lesions,origen racial,1,
2022,9,setembre,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,barcelones,Barcelona,hab. 1a res. pis/apartament,Presencial,altres,fets varis,Diligències informatives,origen racial,1,
2022,9,setembre,RP Metropolitana Nord,ABP Mollet del Vallès,Barcelona,valles oriental,Mollet del Vallès,hab. 1a res. pis/apartament,Presencial,delictes,contra la llibertat,Amenaces,Orientació política,1,
2022,9,setembre,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,barcelones,Barcelona,institut,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,
2022,9,setembre,RP Metropolitana Girona,ABP Alt Empordà - Figueres,Girona,alt emporda,Resta municipis,llar d'infants,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,Islamofòbia,1,
2022,9,setembre,RP Ponent,ABP Noguera,Lleida,noguera,Resta municipis,escola,Presencial,altres,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,9,setembre,RP Central,ABP Bages,Barcelona,bages,Manresa,hab. altres espais,Presencial,delictes,de les lesions,Lesions,origen racial,1,
2022,9,setembre,RP Metropolitana Girona,ABP Selva Interior,Girona,selva,Resta municipis,pavelló esportiu,Presencial,delictes,de l'homicidi i les seves formes,Homicidi dolós,origen racial,1,
2022,9,setembre,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,baix camp,Reus,botiga d'alimentació/begudes_com,Presencial,delictes,contra la llibertat,Amenaces,origen racial,1,
2022,9,setembre,RP Camp de Tarragona,ABP Alt Camp - C. de Barberà,Tarragona,alt camp,Valls,pàrquing públic,Presencial,delictes,contra la llibertat,Amenaces,origen racial,1,
2022,9,setembre,RP Central,ABP Anoia,Barcelona,anoia,Igualada,escola,Presencial,delictes,de les lesions,Lesions,discapacitat fisica,1,
2022,9,setembre,RP Metropolitana Sud,ABP Gavà,Barcelona,baix llobregat,Viladecans,tren renfe-adif estació,Presencial,delictes,de les lesions,Lesions,Orientació política,1,
2022,9,setembre,RP Central,ABP Bages,Barcelona,bages,Resta municipis,camp de futbol,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,origen racial,1,
2022,9,setembre,RP Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Sabadell,depen. judicial,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,9,setembre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,pla d'urgell,Resta municipis,via pública urbana,Presencial,altres,fets varis,Diligències informatives,Orientació política,1,
2022,9,setembre,RP Metropolitana Sud,ABP el Prat de Llobregat,Barcelona,baix llobregat,el Prat de Llobregat,aero - altres comerços t1-arribades,Presencial,delictes,contra la llibertat,Amenaces,Orientació política,1,
2022,9,setembre,RP Central,ABP Bages,Barcelona,bages,Manresa,via pública urbana,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,
2022,9,setembre,RP Metropolitana Nord,ABP Mollet del Vallès,Barcelona,valles oriental,Mollet del Vallès,via pública urbana,Presencial,delictes,contra la llibertat,Assetjament,LGTBI-fòbia,1,
2022,9,setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,hab. 1a res. pis/apartament,Internet o xarxes socials,delictes,contra la llibertat,Coaccions,LGTBI-fòbia,1,
2022,9,setembre,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,baix camp,Resta municipis,via pública urbana,Presencial,delictes,contra la llibertat,Amenaces,LGTBI-fòbia,1,
2022,9,setembre,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,barcelones,l' Hospitalet de Llobregat,via pública urbana,Presencial,delictes,del. con. el patrimoni,Robatori amb violència i/o intimidació,Aporofòbia,1,
2022,9,setembre,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,altres,fets varis,Diligències informatives,origen racial,1,
2022,9,setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,contra la llibertat,Amenaces,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Nord,ABP Terrassa,Barcelona,valles occidental,Terrassa,via pública urbana,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Girona,ABP Gironès - Pla de l'Estany,Girona,girones,Girona,depen. guàrdia civil,Presencial,altres,fets varis,Diligències informatives,Orientació política,1,
2022,10,octubre,RP Metropolitana Girona,ABP Gironès - Pla de l'Estany,Girona,girones,Girona,centre social,Presencial,delictes,de les lesions,Lesions (lleu),LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Cerdanyola del Vallès,bar_com,Presencial,delictes,de les lesions,Lesions,origen racial,1,
2022,10,octubre,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,baix camp,Resta municipis,via pública urbana,Presencial,delictes,contra la llibertat,Amenaces,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Barcelona,ABP Nou Barris,Barcelona,barcelones,Barcelona,tren renfe-adif comboi,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,barcelones,Barcelona,hab. 1a res. pis/apartament,Presencial,delictes,de les lesions,Lesions,origen racial,1,
2022,10,octubre,RP Terres de l'Ebre,ABP Baix Ebre,Tarragona,baix ebre,Tortosa,institut,Presencial,altres,fets varis,Diligències informatives,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Nord,ABP Granollers,Barcelona,valles oriental,Granollers,via pública urbana,Presencial,delictes,"del.cont.intimitat,imatge i inv.domicili",Descobriment i revelació de secrets,LGTBI-fòbia,1,
2022,10,octubre,RP Camp de Tarragona,ABP Alt Camp - C. de Barberà,Tarragona,alt camp,Valls,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,origen racial,1,
2022,10,octubre,RP Metropolitana Nord,ABP Terrassa,Barcelona,valles occidental,Terrassa,tren renfe-adif estació,Presencial,delictes,contra la llibertat,Coaccions,Islamofòbia,1,
2022,10,octubre,RP Metropolitana Sud,ABP Esplugues de Llobregat,Barcelona,baix llobregat,Esplugues de Llobregat,hab. escala/portal finca/replà,Presencial,delictes,del. con. el patrimoni,Danys,origen racial,1,
2022,10,octubre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,hab. 1a res. pis/apartament,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,acadèmia,Presencial,delictes,del. con. el patrimoni,Danys,Orientació política,1,
2022,10,octubre,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,barcelones,Barcelona,acadèmia,Presencial,delictes,del. con. el patrimoni,Danys,Orientació política,1,
2022,10,octubre,RP Metropolitana Girona,ABP Gironès - Pla de l'Estany,Girona,girones,Girona,hab. 1a res. pis/apartament,Presencial,delictes,contra la llibertat,Amenaces,LGTBI-fòbia,1,
2022,10,octubre,RP Central,ABP Osona,Barcelona,osona,Resta municipis,mobiliari urbà,Presencial,delictes,del. con. el patrimoni,Furt,Orientació política,1,
2022,10,octubre,RP Central,ABP Bages,Barcelona,bages,Resta municipis,via pública urbana,Presencial,delictes,contra la llibertat,Amenaces,origen racial,1,
2022,10,octubre,RP Central,ABP Osona,Barcelona,osona,Resta municipis,hab. 1a res. pis/apartament,Presencial,delictes,de les lesions,Lesions,origen racial,1,
2022,10,octubre,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,baix llobregat,Sant Vicenç dels Horts,institut,Presencial,delictes,del. contra la llibertat sexual,Agressió sexual (víctima menor de 16 anys),LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Nord,ABP Terrassa,Barcelona,valles occidental,Terrassa,institut,Presencial,delictes,contra la llibertat,Assetjament,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Girona,ABP Alt Empordà - Figueres,Girona,alt emporda,Figueres,hab. 1a res. pis/apartament,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Nord,ABP Granollers,Barcelona,valles oriental,Resta municipis,hab. 1a res. casa aïllada/4vents,Internet o xarxes socials,altres,fets varis,Diligències informatives,LGTBI-fòbia,1,
2022,10,octubre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,pla d'urgell,Resta municipis,empr. de la construcció,Internet o xarxes socials,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,origen racial,1,
2022,10,octubre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,autobús parada,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,Antigitanisme,1,
2022,10,octubre,RP Ponent,ABP Segarra - Urgell,Lleida,urgell,Resta municipis,via pública urbana,Presencial,delictes,del. con. el patrimoni,Furt,Orientació política,1,
2022,10,octubre,RP Metropolitana Sud,ABP Garraf,Barcelona,garraf,Sitges,bar_com,Presencial,delictes,contra la llibertat,Amenaces,origen racial,1,
2022,10,octubre,RP Central,ABP Anoia,Barcelona,anoia,Resta municipis,hab. escala/portal finca/replà,Presencial,delictes,contra la llibertat,Amenaces,Orientació política,1,
2022,10,octubre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,baix penedes,Resta municipis,hotel,Presencial,delictes,de les tortures i delictes contra l'inte.moral,Tracte degradant / vexatori,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Nord,ABP Mollet del Vallès,Barcelona,valles oriental,Parets del Vallès,via pública urbana,Presencial,delictes,contra la llibertat,Assetjament,LGTBI-fòbia,1,
2022,10,octubre,RP Central,ABP Anoia,Barcelona,anoia,Igualada,via pública urbana,Presencial,delictes,de les lesions,Lesions,origen racial,1,
2022,10,octubre,RP Metropolitana Nord,ABP Premià de Mar,Barcelona,el maresme,Resta municipis,escola,Presencial,delictes,contra la llibertat,Assetjament,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,barcelones,Barcelona,tren fgc estació,Internet o xarxes socials,altres,fets varis,Diligències informatives,Orientació política,1,
2022,10,octubre,RP Metropolitana Nord,ABP Rubí,Barcelona,valles occidental,Rubí,escola,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Girona,ABP Ripollès,Girona,ripolles,Resta municipis,institut,Presencial,delictes,del. contra l'honor,Injúria,Orientació política,1,
2022,10,octubre,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,barcelones,Barcelona,bar_com,Presencial,delictes,contra la llibertat,Amenaces (lleu),LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Nord,ABP Granollers,Barcelona,valles oriental,Resta municipis,tren renfe-adif comboi,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,origen racial,1,
2022,10,octubre,RP Metropolitana Girona,ABP Alt Empordà - Figueres,Girona,alt emporda,Resta municipis,hab. 1a res. pis/apartament,Presencial,delictes,contra la llibertat,Amenaces,LGTBI-fòbia,1,
2022,10,octubre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,tarragones,Salou,altres comerços_cc,Presencial,delictes,del. con. el patrimoni,Danys,origen racial,1,
2022,10,octubre,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,barcelones,Barcelona,discoteca_com,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,10,octubre,RP Central,ABP Osona,Barcelona,osona,Vic,via pública urbana,Presencial,delictes,del. con. el patrimoni,Danys,origen racial,1,
2022,10,octubre,RP Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Badalona,hospital,Presencial,delictes,del. contra l'honor,Injúria,Islamofòbia,1,
2022,10,octubre,RP Metropolitana Sud,ABP Gavà,Barcelona,baix llobregat,Viladecans,hab. escala/portal finca/replà,Presencial,altres,fets varis,Diligències informatives,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,metro comboi,Presencial,delictes,de les lesions,Lesions,origen racial,1,
2022,10,octubre,RP Metropolitana Sud,ABP Gavà,Barcelona,baix llobregat,Castelldefels,restaurant_com,Presencial,delictes,de les lesions,Maltractament d'obra sense lesió (lleu),origen racial,1,
2022,10,octubre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Nord,ABP Arenys de Mar,Barcelona,el maresme,Resta municipis,hab. 1a res. pis/apartament,Presencial,delictes,de les lesions,Maltractament d'obra sense lesió (lleu),origen racial,1,
2022,10,octubre,RP Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Sabadell,depen. mossos d'esquadra,Presencial,delictes,fets varis,Diligències informatives,Antigitanisme,1,
2022,10,octubre,RP Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Sabadell,hab. 1a res. pis/apartament,Presencial,delictes,de les lesions,Maltractaments en l'àmbit de la llar,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Nord,ABP Mollet del Vallès,Barcelona,valles oriental,Parets del Vallès,via pública urbana,Presencial,delictes,contra la llibertat,Assetjament,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Nord,ABP Granollers,Barcelona,valles oriental,Resta municipis,hab. 1a res. pis/apartament,Internet o xarxes socials,infraccio administrativa,llei 4/15 de proteccio de seguretat ciutadana,Altres infraccions contra la 4/2015 (sense comís),origen racial,1,
2022,10,octubre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,partit polític,Presencial,delictes,del. con. el patrimoni,Danys,Orientació política,1,
2022,10,octubre,RP Metropolitana Sud,ABP Garraf,Barcelona,garraf,Vilanova i la Geltrú,hab. 1a res. pis/apartament,Presencial,delictes,de les lesions,Lesions,origen racial,1,
2022,10,octubre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,baix penedes,Resta municipis,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Badalona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,Orientació política,1,
2022,10,octubre,RP Metropolitana Nord,ABP Mollet del Vallès,Barcelona,valles oriental,Parets del Vallès,camí/pista forestal,Presencial,altres,fets varis,Diligències informatives,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,del. con. el patrimoni,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Sud,ABP Gavà,Barcelona,baix llobregat,Castelldefels,partit polític,Presencial,delictes,del. con. el patrimoni,Danys,Orientació política,1,
2022,10,octubre,RP Metropolitana Girona,ABP Alt Empordà - Figueres,Girona,alt emporda,el Port de la Selva,hab. escala/portal finca/replà,Presencial,infraccio administrativa,"llei 11/14 drets lesbianes, gais, bisexuals",Emetre públicament expressions vexatòries,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,
2022,10,octubre,RP Terres de l'Ebre,ABP Baix Ebre,Tarragona,baix ebre,Tortosa,bar_com,Presencial,delictes,de les lesions,Lesions,Islamofòbia,1,
2022,10,octubre,RP Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Badalona,via pública urbana,Presencial,delictes,de les lesions,Lesions,Sexisme,1,
2022,10,octubre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,tarragones,Tarragona,centre comercial (zona comuna),Presencial,delictes,delictes contra la constitucio,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,10,octubre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,tarragones,Tarragona,via pública urbana,Presencial,delictes,de les lesions,Lesions,origen racial,1,
2022,10,octubre,RP Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Resta municipis,hab. 1a res. pis/apartament,Presencial,delictes,de les tortures i delictes contra l'inte.moral,Tracte degradant / vexatori,LGTBI-fòbia,1,
2022,10,octubre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,garrigues,Resta municipis,hab. 1a res. casa adossada,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,
2022,10,octubre,RP Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Santa Perpètua de Mogoda,institut,Presencial,altres,fets varis,Diligències informatives,Islamofòbia,1,
2022,10,octubre,RP Terres de l'Ebre,ABP Baix Ebre,Tarragona,baix ebre,Tortosa,institut,Presencial,delictes,contra la llibertat,Assetjament,LGTBI-fòbia,1,
2022,10,octubre,RP Central,ABP Anoia,Barcelona,anoia,Igualada,hab. 1a res. casa aïllada/4vents,Internet o xarxes socials,delictes,contra la llibertat,Assetjament,LGTBI-fòbia,1,
